numero_uai,name_entity,Secteur,id_type,code_academy,id_town
0820386Z,Ecole maternelle Hugues Aufray La Fobio,Public,101,16,82121
0820399N,Ecole élémentaire Hugues Panassié,Public,151,16,82121
0820400P,Ecole maternelle Francis Jourdain,Public,101,16,82121
0820404U,Ecole maternelle Villebourbon,Public,101,16,82121
0820410A,Ecole primaire Pierre Gamarra Gasseras,Public,151,16,82121
0820588U,Collège Olympe de Gouges,Public,340,16,82121
0820590W,Ecole primaire privée Saint-Théodard,Privé,151,16,82121
0820755A,Collège privé Saint-Théodard,Privé,340,16,82121
0820820W,Ecole élémentaire  Fernand Balès,Public,151,16,82121
0820921F,Lycée Créactive,Privé,302,16,82121
0820904M,Section enseignement général et technologique du lycée professionnel privé Skhole d'Art,Privé,335,16,82121
0820777Z,Ecole professionnelle privée Esthétique Cosmétique Skhole d'Art,Privé,320,16,82121
0820021C,Lycée général et technologique Bourdelle,Public,300,16,82121
0820376N,Ecoleprimaire Léo Ferré,Public,151,16,82121
0820387A,Ecole élémentaire Jean Malrieu,Public,151,16,82121
0820395J,Ecole élémentaire Camille Claudel,Public,151,16,82121
0820397L,Ecole maternelle Camille Claudel Pomponne,Public,101,16,82121
0820402S,Ecole élémentaire Ferdinand Buisson,Public,151,16,82121
0820414E,Ecole élémentaire de Fonneuve,Public,151,16,82121
0820585R,Ecole primaire privée Sainte-Marie,Privé,151,16,82121
0820639Z,Ecole primaire Le Fau,Public,151,16,82121
0820684Y,Collège Jean Jaurès,Public,340,16,82121
0820703U,Section d'enseignement général et professionnel adapté du Collège Manuel Azana,Public,390,16,82121
0820856K,Ecole élémentaire Centre Prévert,Public,151,16,82121
0820897E,Ecole primaire publique verte de l'Hippodrome,Public,151,16,82121
0820754Z,Collège privé Institut familial,Privé,340,16,82121
0820885S,Lycée professionnel privé de coiffure Skhole d'Art,Privé,320,16,82121
0820020B,Lycée général Jules Michelet,Public,302,16,82121
0820022D,Collège Ingres,Public,340,16,82121
0820224Y,Ecole maternelle Françoise Dolto,Public,101,16,82121
0820384X,Ecole élémentaire Lalande,Public,151,16,82121
0820401R,Ecole maternelle Hugues Panassié Sapiac-Bas,Public,101,16,82121
0820642C,Ecole primaire Saint-Hilaire,Public,151,16,82121
0820644E,Ecole primaire Verlhaguet,Public,151,16,82121
0820688C,Ecole Elémentaire  Georges Coulonges,Public,151,16,82121
0820779B,Ecole primaire Jean Moulin,Public,151,16,82121
0820919D,LA PEPINIERE,Privé,151,16,82121
0820920E,Collège Créactive,Privé,340,16,82121
0820383W,Ecole maternelle Jules Guesde,Public,101,16,82121
0820390D,Ecole primaire Jacques,Public,151,16,82121
0820407X,Ecole primaire Birac,Public,151,16,82121
0820415F,Ecole maternelle Fonneuve,Public,101,16,82121
0820592Y,Ecole primaire privée Institut Familial,Privé,151,16,82121
0820640A,Ecole primaire Le Carreyrat,Public,151,16,82121
0820643D,Ecole primaire Hameau de Saint-Martial,Public,151,16,82121
0820710B,Ecole primaire Les Chaumes,Public,151,16,82121
0820715G,Ecole primaire Louis Aragon,Public,151,16,82121
0820896D,Collège Manuel Azaña,Public,340,16,82121
0820226A,Ecole primaire,Public,151,16,82123
0820811L,Ecole maternelle Pierre Bonhoure,Public,101,16,82124
0820810K,Ecole élémentaire Pierre Bonhoure,Public,151,16,82124
0820891Y,Collège Vercingétorix,Public,340,16,82125
0820231F,Ecole maternelle Jean Larramet,Public,101,16,82125
0820889W,ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE SARRAGNAC,Public,151,16,82125
0820917B,Lycée polyvalent Olympe de Gouges,Public,306,16,82125
0820918C,Section d'enseignement professionnel du lycée polyvalent,Public,334,16,82125
0820230E,Ecole élémentaire,Public,151,16,82125
0820809J,Ecole primaire Eugène Laurent,Public,151,16,82126
0820914Y,Section d'enseignement professionnel du Lycée polyvalent Claude Nougaro,Public,334,16,82126
0820883P,Lycée polyvalent Claude Nougaro,Public,306,16,82126
0820645F,Ecole primaire,Public,151,16,82127
0820646G,Ecole primaire,Public,151,16,82130
0820831H,Ecole maternelle,Public,101,16,82131
0820832J,Ecole élémentaire,Public,151,16,82131
0820244V,Ecole primaire,Public,151,16,82132
0820824A,Collège Jean Honoré Fragonard,Public,340,16,82134
0820607P,Ecole maternelle Les Ecureuils,Public,101,16,82134
0820765L,Ecole élémentaire,Public,151,16,82134
0820594A,Ecole primaire privée Sainte-Thérèse,Privé,151,16,82134
0820670H,Ecole primaire Julie-Victoire DAUBIE,Public,151,16,82135
0820251C,Ecole primaire,Public,151,16,82136
0820252D,Ecole primaire,Public,151,16,82137
0820255G,Ecole élémentaire,Public,151,16,82140
0820647H,Ecole élémentaire,Public,151,16,82141
0820648J,Ecole primaire,Public,151,16,82142
0820649K,Ecole élémentaire,Public,151,16,82144
0820672K,Ecole primaire Jean Moulin,Public,151,16,82148
0820695K,Groupe scolaire CHANTERIVE,Public,101,16,82149
0820694J,GROUPE SCOLAIRE CHANTERIVE,Public,151,16,82149
0820780C,Ecole primaire,Public,151,16,82150
0820850D,Ecole maternelle,Public,101,16,82151
0820653P,Ecole primaire,Public,151,16,82153
0820439G,Ecole élémentaire,Public,151,16,82155
0820440H,Ecole maternelle,Public,101,16,82155
0820704V,Collège Pierre Bayrou,Public,340,16,82155
0820443L,Ecole primaire,Public,151,16,82156
0820654R,Ecole primaire,Public,151,16,82159
0820449T,Ecole élémentaire,Public,151,16,82161
0820450U,Ecole maternelle,Public,101,16,82161
0820597D,Ecole primaire privée Saint-Joseph,Privé,151,16,82161
0820847A,Ecole  primaire Paul Bonnans,Public,151,16,82167
0820851E,Ecole primaire,Public,151,16,82168
0820801A,Ecole primaire Jean Lafougère,Public,151,16,82169
0820599F,Ecole primaire privée Sainte-Marie,Privé,151,16,82169
0820806F,Ecole maternelle,Public,101,16,82170
0820657U,Ecole primaire,Public,151,16,82170
0820470R,Ecole primaire,Public,151,16,82171
0820474V,Ecole primaire,Public,151,16,82173
0820477Y,Ecole primaire,Public,151,16,82175
0820478Z,Ecole primaire,Public,151,16,82176
0820480B,Ecole primaire,Public,151,16,82177
0820659W,Ecole primaire,Public,151,16,82178
0820484F,Ecole primaire Les 7 Fontaines,Public,151,16,82179
0820485G,Ecole maternelle,Public,101,16,82179
0820660X,Ecole primaire,Public,151,16,82180
0820662Z,Ecole élémentaire,Public,151,16,82182
0820493R,Ecole primaire,Public,151,16,82183
0820663A,Ecole primaire,Public,151,16,82184
0820500Y,Ecole primaire,Public,151,16,82185
0820503B,Ecole primaire Gérard Lalanne,Public,151,16,82186
0820601H,Ecole primaire privée Jeanne d'Arc,Privé,151,16,82186
0820742L,Section d'enseignement général et professionnel adapté du Collège Jean Rostand,Public,390,16,82186
0820899G,Lycée polyvalent Jean Baylet,Public,306,16,82186
0820039X,Section d'enseignement professionnel du lycée polyvalent Jean Baylet,Public,334,16,82186
0820835M,Ecole maternelle Pierre Perret,Public,101,16,82186
0820029L,Collège Jean Rostand,Public,340,16,82186
0820501Z,Ecole primaire Jules Ferry,Public,151,16,82186
0820711C,Ecole primaire,Public,151,16,82187
0820665C,Ecole primaire,Public,151,16,82188
0820781D,Ecole primaire,Public,151,16,82189
0820922G,Collège Simone Veil,Public,340,16,82190
0820518T,Ecole ELEMENTAIRE DAREYSSE,Public,151,16,82190
0820516R,Ecole maternelle JULES VERNE,Public,101,16,82190
0820911V,Ecole DE LA FONTAINE,Public,151,16,82190
0820520V,Ecole maternelle,Public,101,16,82192
0820523Y,Ecole primaire,Public,151,16,82194
0820666D,Ecole primaire,Public,151,16,82195
0830608K,Ecole primaire Lei Suve,Public,151,23,83001
0831386F,Ecole maternelle Les Santolines,Public,101,23,83001
0830609L,Ecole primaire Aiguines,Public,151,23,83002
0830610M,Ecole primaire Ampus,Public,151,23,83003
0830876B,Ecole primaire Jean Jaurès,Public,151,23,83004
0831660D,Ecole primaire Hélène Vidal,Public,151,23,83004
0830001A,Collège Jacques Prévert,Public,340,23,83004
0830184Z,Lycée professionnel agricole des Arcs-sur-Argens,Public,320,23,83004
0830186B,Ecole maternelle Jean Jaurès,Public,101,23,83004
0830613R,Ecole primaire Artignosc Verdon,Public,151,23,83005
0830875A,Ecole primaire Jean Moulin,Public,151,23,83007
0830187C,Ecole maternelle Aups,Public,101,23,83007
0830002B,Collège Henri Nans,Public,340,23,83007
0830736Z,Ecole primaire Frédéric Gagliolo,Public,151,23,83008
0830188D,Ecole maternelle Bois Maurin,Public,101,23,83009
0831430D,Ecole primaire Octave Maurel,Public,151,23,83009
0831255N,Ecole maternelle Octave Maurel,Public,101,23,83009
0830003C,Collège Raimu,Public,340,23,83009
0831110F,Section d'enseignement général et professionnel adapté du Collège Raimu,Public,390,23,83009
0830621Z,Ecole primaire publique Bargemon,Public,151,23,83011
0830189E,Ecole maternelle Pierre Perret,Public,101,23,83012
0830928H,Collège Joseph d'Arbaud,Public,340,23,83012
0831138L,Section d'enseignement général et professionnel adapté du Collège Joseph d'Arbaud,Public,390,23,83012
0830622A,Ecole primaire Pre de Foire,Public,151,23,83012
0830623B,ECOLE PRIMAIRE LA BASTIDE,Public,151,23,83013
0831150Z,Ecole primaire Bauduen,Public,151,23,83015
0830723K,Ecole maternelle André Malraux,Public,101,23,83016
0831069L,Ecole primaire André Malraux,Public,151,23,83016
0831316E,Ecole maternelle Marcel Pagnol,Public,101,23,83016
0831428B,Ecole primaire Jean Gavot,Public,151,23,83016
0831056X,Collège Jean Giono,Public,340,23,83016
0830626E,Ecole primaire Des Tanneries,Public,151,23,83017
0830940W,Ecole élémentaire Victor Quintius Thouron,Public,151,23,83018
0831486P,Ecole maternelle Besse sur Issole,Public,101,23,83018
0831630W,Collège Frédéric Montenard,Public,340,23,83018
0830927G,Collège Frédéric Mistral,Public,340,23,83019
0830190F,Ecole maternelle Françoise Hemeric,Public,101,23,83019
0831149Y,Ecole primaire Jean Moulin,Public,151,23,83019
0830632L,Ecole primaire Bras,Public,151,23,83021
0830920Z,Ecole primaire Jean Giono,Public,151,23,83023
0830103L,Collège privé Sainte Jeanne d'Arc,Privé,340,23,83023
0830734X,Collège Jean Moulin,Public,340,23,83023
0831543B,Section d'enseignement professionnel du Lycée polyvalent privé Sainte Jeanne d'Arc,Privé,334,23,83023
0830633M,Ecole primaire Jean Jaurès,Public,151,23,83023
0830007G,Lycée polyvalent Raynouard,Public,306,23,83023
0830735Y,Section d'enseignement général et professionnel adapté du Collège Pré de Pâques,Public,390,23,83023
0830839L,Ecole primaire privée Jeanne d'Arc,Privé,151,23,83023
0830191G,Ecole primaire Marie Curie,Public,151,23,83023
0830635P,Ecole primaire Les Censies,Public,151,23,83023
0831632Y,Ecole primaire La Tour,Public,151,23,83023
0830833E,Collège Paul Cézanne,Public,340,23,83023
0831698V,Ecole élémentaire privée l'Olivier,Privé,151,23,83023
0830634N,Ecole primaire Simone Veil,Public,151,23,83023
0830903F,Ecole maternelle Jean Giono,Public,101,23,83023
0830724L,Ecole maternelle Jean Jaurès,Public,101,23,83023
0831412J,Ecole professionnelle privée Coiffure et Esthétique,Privé,320,23,83023
0831444U,Lycée polyvalent privé Sainte Jeanne d'Arc,Privé,306,23,83023
0831468V,Section d'enseignement professionnel du Lycée polyvalent Raynouard,Public,334,23,83023
0830636R,Ecole primaire Georges Jean,Public,151,23,83025
0830980P,Ecole primaire André Degioanni,Public,151,23,83026
0831205J,Ecole maternelle La Cadière d'Azur,Public,101,23,83027
0830934P,Ecole primaire Paul Bert,Public,151,23,83027
0830738B,Ecole primaire Callas,Public,151,23,83028
0831281S,Ecole maternelle Henri Olivier,Public,101,23,83029
0830645A,Ecole primaire Georges Bouquier,Public,151,23,83029
0831360C,Ecole maternelle Camps La Source,Public,101,23,83030
0830646B,Ecole primaire,Public,151,23,83030
0830725M,Ecole maternelle Lei Pichoun,Public,101,23,83031
0830941X,Ecole primaire Denis Tissot,Public,151,23,83031
0831685F,Ecole élémentaire privée Bienheureux Marcel Callo,Privé,151,23,83031
0830192H,Ecole maternelle Irène Joliot-Curie,Public,101,23,83032
0830739C,Ecole Elémentaire du Petit Bois,Public,151,23,83032
0831709G,Collège Geneviève De Gaulle-Anthonioz,Public,340,23,83032
0831249G,Ecole maternelle Pierre Curie,Public,101,23,83033
0830651G,Ecole primaire Marie-Claude Vaillant-Couturier,Public,151,23,83033
0831729D,ECOLE PRIVEE JEAN-BAPTISTE FOUQUE,Privé,151,23,83033
0831703A,Ecole Secondaire privée Jean-Baptiste Fouque,Privé,340,23,83033
0830653J,Ecole primaire Marcel Pagnol,Public,151,23,83034
0830836H,Collège Frédéric Joliot-Curie,Public,340,23,83034
0831193W,Ecole maternelle Antoine de Saint-Exupéry,Public,101,23,83034
0830193J,Ecole maternelle Romain Rolland,Public,101,23,83034
0830652H,Ecole primaire Jules Ferry,Public,151,23,83034
0831673T,Ecole élémentaire privée Anne de Guigné,Privé,151,23,83034
0831336B,Ecole maternelle LES JOUBARBES,Public,101,23,83035
0831644L,Collège Le Vigneret,Public,340,23,83035
0830655L,Ecole primaire Le Plan du Castellet,Public,151,23,83035
0830656M,Ecole primaire Le Brulat,Public,151,23,83035
0830657N,Ecole primaire Sainte-Anne du Castellet,Public,151,23,83035
0831132E,Ecole primaire La Roseraie,Public,151,23,83036
0830194K,Ecole maternelle Le Petit Prince,Public,101,23,83036
0830660S,Ecole primaire Sylvain Ducousso,Public,151,23,83037
0830859H,Ecole primaire privée Cours Saint Dominique,Privé,151,23,83037
0830102K,Ecole 2nd degré général privée Cours Saint Dominique,Privé,302,23,83037
0830553A,Ecole primaire Chateaudouble,Public,151,23,83038
0830555C,Ecole primaire Claviers,Public,151,23,83041
0830837J,Collège Gérard Philipe,Public,340,23,83042
0831113J,Section d'enseignement général et professionnel adapté du Collège Gérard Philipe,Public,390,23,83042
0831515W,Ecole primaire Pisan Malaspina,Public,151,23,83042
0830556D,Ecole primaire Robert Chabaud,Public,151,23,83042
0830557E,Ecole primaire Fontvieille,Public,151,23,83042
0831635B,Ecole primaire Le Rialet,Public,151,23,83042
0831424X,Collège privé Assomption,Privé,340,23,83042
0830196M,Ecole maternelle Collobrieres,Public,101,23,83043
0830944A,Ecole primaire Docteur Varenne,Public,151,23,83043
0830560H,Ecole primaire Comps,Public,151,23,83044
0830562K,Ecole primaire Correns,Public,151,23,83045
0830880F,Ecole primaire,Public,151,23,83046
0831191U,Ecole primaire Jean Aicard,Public,151,23,83047
0831524F,Ecole primaire Marcel Pagnol,Public,151,23,83047
0831684E,Ecole maternelle Marie Mauron,Public,101,23,83047
0830147J,Collège privé Institution Saint Joseph,Privé,340,23,83047
0831202F,Ecole primaire Jean Giono,Public,151,23,83047
0830012M,Collège du Fenouillet,Public,340,23,83047
0830567R,Ecole primaire Jules Ferry,Public,151,23,83047
0831194X,Ecole maternelle Louis Palazy,Public,101,23,83047
0831313B,Ecole maternelle Jules Audibert,Public,101,23,83047
0831072P,Ecole primaire La Croix Valmer,Public,151,23,83048
0831067J,Ecole maternelle Georges Selliez,Public,101,23,83048
0830975J,Ecole maternelle Marcel Pagnol,Public,101,23,83049
0830199R,Ecole maternelle Jean Moulin,Public,101,23,83049
0831702Z,Ecole élémentaire Jean Moulin,Public,151,23,83049
0830718E,Section d'enseignement général et professionnel adapté du Collège La Ferrage,Public,390,23,83049
0831482K,Collège privé Sainte Marthe,Privé,340,23,83049
0831624P,Ecole primaire bilingue,Public,151,23,83049
0830013N,Collège La Ferrage,Public,340,23,83049
0830114Y,Lycée professionnel privé Sainte Marthe,Privé,320,23,83049
0830570U,Ecole Elémentaire Jean Jaurès 1,Public,151,23,83049
0830571V,Ecole primaire Jean Jaurès 2,Public,151,23,83049
0830841N,Ecole primaire privée Sainte Marthe,Privé,151,23,83049
0830201T,Ecole maternelle Pierre Brossolette,Public,101,23,83050
0830202U,Ecole maternelle Jean Jaurès,Public,101,23,83050
0831001M,Ecole élémentaire fréderic mireur,Public,151,23,83050
0830574Y,Ecole primaire Pierre Brossolette,Public,151,23,83050
0830576A,Ecole primaire d'application Jules Ferry 1,Public,153,23,83050
0830577B,Ecole élémentaire Jules Ferry 2,Public,151,23,83050
0831492W,Ecole Primaire Frédéric Mistral,Public,151,23,83050
0830929J,Collège Géneral Ferrie,Public,340,23,83050
0831696T,Ecole Secondaire Privée Bienheureux C. De Foucauld,Privé,340,23,83050
0831159J,Ecole primaire Marcel Pagnol,Public,151,23,83050
0831633Z,Ecole primaire Les Ecureuils,Public,151,23,83050
0830015R,Lycée général et technologique Jean Moulin,Public,300,23,83050
0831736L,ECOLE COEURS D'ETOILES,Privé,151,23,83050
0831737M,ECOLE MONTESSORI-L'ECLAIREUSE,Privé,101,23,83050
0830575Z,Ecole primaire Jean Jaurès,Public,151,23,83050
0830986W,Ecole maternelle d'application Jean Giono,Public,101,23,83050
0830203V,Ecole maternelle Louis Pasteur,Public,101,23,83050
0831763R,Ecole secondaire privée Coeurs d'étoiles,Privé,340,23,83050
0830956N,Collège Emile Thomas,Public,340,23,83050
0830957P,Section d'enseignement général et professionnel adapté du Collège Emile Thomas,Public,390,23,83050
0831327S,Ecole primaire privée Saint Joseph,Privé,151,23,83050
0831314C,Ecole maternelle Jacques Brel,Public,101,23,83050
0831315D,Ecole primaire Jacques Brel,Public,151,23,83050
0831346M,Ecole primaire Les Marronniers,Public,151,23,83050
0830200S,Ecole maternelle Jean Aicard,Public,101,23,83050
0830573X,Ecole primaire d'application Jean Giono,Public,153,23,83050
0830753T,Ecole primaire Paul Arène,Public,151,23,83050
0830572W,Ecole primaire d'application Marie Curie,Public,153,23,83050
0830775S,Ecole primaire Alphonse Daudet,Public,151,23,83050
0830904G,Ecole maternelle Paul Arène,Public,101,23,83050
0831062D,Ecole maternelle Marcel Pagnol,Public,101,23,83050
0831061C,Ecole maternelle Jean Zay,Public,101,23,83050
0831306U,Collège privé Sainte Marthe,Privé,340,23,83050
0831319H,Ecole primaire privée Sainte Marthe,Privé,151,23,83050
0831326R,Ecole 2nd degré général privée Institution Saint Joseph,Privé,302,23,83050
0830016S,Lycée professionnel Léon Blum,Public,320,23,83050
0831274J,Collège Jean Rostand,Public,340,23,83050
0831293E,Section d'enseignement général et professionnel adapté du Collège Jean Rostand,Public,390,23,83050
0830580E,Ecole primaire Entrecasteaux,Public,151,23,83051
0830582G,Ecole primaire Le Broussan,Public,151,23,83053
0831517Y,Ecole maternelle Les Andrieux,Public,101,23,83053
0830583H,Ecole primaire Edouard Estienne,Public,151,23,83053
0830726N,Ecole maternelle Marius Gensollen,Public,101,23,83054
0831381A,Ecole primaire Jean Monnet,Public,151,23,83054
0830938U,Ecole primaire Jean Aicard,Public,151,23,83054
0831396S,Ecole maternelle Marie Curie,Public,101,23,83054
0831514V,Collège André Malraux,Public,340,23,83054
0831477E,Ecole maternelle La Colombe,Public,101,23,83055
0830019V,Collège Marie Mauron,Public,340,23,83055
0830587M,Ecole primaire La Ferrage,Public,151,23,83055
0830727P,Ecole maternelle Le Chateau,Public,101,23,83055
0831252K,Ecole maternelle Figanières,Public,101,23,83056
0831609Y,Collège Jean Cavailles,Public,340,23,83056
0830588N,Ecole primaire René Cassin,Public,151,23,83056
0831708F,Ecole professionnel privée Ambassaderm,Privé,320,23,83056
0830979N,Ecole primaire Les Grands Pres,Public,151,23,83057
0831395R,Ecole maternelle Les Grands Pres,Public,101,23,83057
0831358A,Ecole primaire Ernest Maunier,Public,151,23,83058
0831487R,Ecole maternelle Françoise Dolto,Public,101,23,83059
0830594V,Ecole primaire Forcalqueiret,Public,151,23,83059
0830595W,Ecole primaire Fox-Amphoux,Public,151,23,83060
0830719F,ECOLE ELEMENTAIRE VIA AURELIA,Public,151,23,83061
0830208A,Ecole maternelle Villeneuve,Public,101,23,83061
0830758Y,Ecole maternelle Les Oliviers,Public,101,23,83061
0830600B,Ecole primaire Aubanel,Public,151,23,83061
0830601C,Ecole primaire Jean Giono,Public,151,23,83061
0831406C,Ecole primaire René Char,Public,151,23,83061
0831649S,Ecole élémentaire Aurélien,Public,151,23,83061
0831195Y,Ecole maternelle Valescure,Public,101,23,83061
0830960T,"Lycée professionnel Gallieni - Lycée des métiers de la conduite, du transport et de la logistique",Public,320,23,83061
0831471Y,Section d'enseignement professionnel du Lycée polyvalent Albert Camus,Public,334,23,83061
0830023Z,Collège Les Chênes,Public,340,23,83061
0831742T,Ecole générale et technologique privée O Chrysalides,Privé,300,23,83061
0830206Y,Ecole maternelle Aubanel,Public,101,23,83061
0830596X,Ecole primaire Turcan,Public,151,23,83061
0830598Z,Ecole primaire Caïs I,Public,151,23,83061
0831338D,Ecole maternelle Françoise Dolto,Public,101,23,83061
0830823U,Collège Villeneuve,Public,340,23,83061
0831420T,Ecole primaire Saint François de Paule,Privé,151,23,83061
0831440P,Lycée polyvalent Albert Camus,Public,306,23,83061
0830207Z,Ecole maternelle Les Moussallions,Public,101,23,83061
0830606H,Ecole primaire Les Eucalyptus,Public,151,23,83061
0830915U,Ecole maternelle Caïs,Public,101,23,83061
0831337C,Ecole maternelle Jean Monnet,Public,101,23,83061
0831418R,Ecole maternelle René Char,Public,101,23,83061
0831429C,Ecole primaire Paul Roux,Public,151,23,83061
0831431E,Ecole primaire Balzac-Flaubert,Public,151,23,83061
0831446W,Ecole maternelle Paul Roux,Public,101,23,83061
0831504J,Ecole maternelle Aulezy,Public,101,23,83061
0831634A,Ecole maternelle Aurélien,Public,101,23,83061
0831331W,Ecole primaire Jean Monnet,Public,151,23,83061
0831433G,Ecole primaire Frejus Plage,Public,151,23,83061
0831740R,ECOLE Ô CHRYSALIDES,Privé,151,23,83061
0831741S,GRAINE DE RENARD,Privé,170,23,83061
0830834F,Collège André Léotard,Public,340,23,83061
0830838K,Section d'enseignement général et professionnel adapté du Collège Villeneuve,Public,390,23,83061
0830905H,Ecole maternelle Severine Mignone,Public,101,23,83062
0830503W,Ecole primaire Michel Zunino 2,Public,151,23,83062
0830504X,Ecole primaire Lucie Tardivier,Public,151,23,83062
0831436K,Ecole maternelle La Planquette,Public,101,23,83062
0830179U,Collège Jacques-Yves Cousteau,Public,340,23,83062
0830502V,Ecole primaire Michel Zunino 1,Public,151,23,83062
0830210C,Ecole maternelle Michel Zunino,Public,101,23,83062
0830740D,Ecole primaire Paul Langevin,Public,151,23,83062
0831042G,Ecole maternelle Pauline Roland,Public,101,23,83062
0830209B,Ecole maternelle Eliette Santoni,Public,101,23,83062
0831427A,Ecole primaire La Planquette,Public,151,23,83062
0831157G,Ecole primaire Jean Aicard,Public,151,23,83062
0831172Y,Ecole maternelle Elsa Triolet,Public,101,23,83062
0831407D,Lycée général et technologique du Coudon,Public,300,23,83062
0831158H,Ecole primaire Les trois sources,Public,151,23,83063
0831199C,Ecole maternelle Chabaud,Public,101,23,83064
0830881G,Ecole primaire Pierre Brossolette,Public,151,23,83064
0831391L,Collège Guy de Maupassant,Public,340,23,83064
0831242Z,Lycée polyvalent du Golfe de Saint Tropez,Public,306,23,83065
0830512F,Ecole primaire Gassin,Public,151,23,83065
0831419S,Ecole maternelle L'ESPELIDOU,Public,101,23,83065
0831470X,Section d'enseignement professionnel du Lycée polyvalent du Golfe de Saint Tropez,Public,334,23,83065
0831537V,Collège Victor Hugo,Public,340,23,83065
0830741E,GUY LOMBARD,Public,151,23,83066
0831403Z,Ecole primaire Jean Aicard,Public,151,23,83067
0830211D,Ecole maternelle Jules Serre,Public,101,23,83067
0831173Z,Ecole maternelle Les Migraniers,Public,101,23,83068
0830882H,Ecole primaire Les Migraniers,Public,151,23,83068
0830519N,Ecole primaire Les Blaquières,Public,151,23,83068
0830537H,Ecole primaire Jules Michelet,Public,151,23,83069
0830538J,Ecole primaire Ile de Porquerolles,Public,151,23,83069
0831382B,Ecole primaire Excelsior,Public,151,23,83069
0831548G,Ecole maternelle Henri Matisse,Public,101,23,83069
0831167T,Ecole primaire Claude Durand,Public,151,23,83069
0831066H,Ecole maternelle Les Mouettes,Public,101,23,83069
0831176C,Ecole primaire La Capte,Public,151,23,83069
0830025B,Lycée général et technologique Jean Aicard,Public,300,23,83069
0830028E,Collège Jules Ferry,Public,340,23,83069
0830166E,Section d'enseignement général et professionnel adapté du Collège Gustave Roux,Public,390,23,83069
0830214G,Ecole maternelle Jacques Prévert-Giens,Public,101,23,83069
0830521R,Ecole primaire Paul Gensollen,Public,151,23,83069
0830526W,Ecole primaire Les Borrels,Public,151,23,83069
0830077H,Lycée d'enseignement général et technologique agricole de Hyères,Public,300,23,83069
0830215H,Ecole maternelle Alexis Godillot,Public,101,23,83069
0830536G,Ecole primaire Paul Long,Public,151,23,83069
0830541M,Ecole primaire Les Salins d'Hyères,Public,151,23,83069
0830729S,Ecole maternelle Val Des Pins,Public,101,23,83069
0831068K,Ecole primaire Les Iles d'Or,Public,151,23,83069
0831397T,Ecole maternelle Costebelle,Public,101,23,83069
0830145G,Collège Gustave Roux,Public,340,23,83069
0830533D,Ecole élémentaire Ile du Levant,Public,170,23,83069
0830216J,Ecole maternelle Jardin d'Orient,Public,101,23,83069
0830212E,Ecole maternelle Antoine de Saint-Exupéry,Public,101,23,83069
0830213F,Ecole maternelle Ferdinand Buisson,Public,101,23,83069
0830936S,Ecole primaire Georges Guynemer,Public,151,23,83069
0830759Z,Ecole maternelle Eugenie,Public,101,23,83069
0830520P,Ecole primaire L'Almanarre,Public,151,23,83069
0830522S,Ecole primaire Anatole France,Public,151,23,83069
0830523T,Ecole primaire Paule Humbert,Public,151,23,83069
0830728R,Ecole maternelle Georges Guynemer,Public,101,23,83069
0831479G,Ecole maternelle Françoise Dolto,Public,101,23,83069
0831613C,Ecole élémentaire Antoine de Saint-Exupéry,Public,151,23,83069
0831432F,Ecole primaire Saint-John Perse Giens,Public,151,23,83069
0830539K,Ecole élémentaire Ile de Port Cros,Public,170,23,83069
0830832D,Collège Marcel Rivière,Public,340,23,83069
0830842P,Ecole primaire privée Saint-Thomas de Villeneuve,Privé,151,23,83069
0830857F,Ecole primaire privée Saint-Joseph-Maintenon,Privé,151,23,83069
0831186N,Collège privé Maintenon,Privé,340,23,83069
0831544C,Section d'enseignement professionnel du Lycée polyvalent privé Maintenon,Privé,334,23,83069
0831563Y,Lycée polyvalent Costebelle,Public,306,23,83069
0830101J,Lycée polyvalent privé Maintenon,Privé,306,23,83069
0831014B,Lycée professionnel Golf-Hotel - Lycée des métiers du bâtiment et des travaux publics,Public,320,23,83069
0831565A,Section d'enseignement professionnel du Lycée Polyvalent Costebelle,Public,334,23,83069
0830218L,Ecole maternelle Marc Legouhy,Public,101,23,83070
0830548V,Ecole primaire Saint-Clair,Public,151,23,83070
0831005S,Ecole primaire Marc Legouhy,Public,151,23,83070
0830547U,Ecole primaire Cavalière,Public,151,23,83070
0831032W,Ecole primaire Jean Jaurès,Public,151,23,83071
0830219M,Ecole maternelle Oswald,Public,101,23,83071
0831340F,Ecole maternelle Moulin Vieux,Public,101,23,83071
0831031V,Ecole primaire Antoine Bussone,Public,151,23,83071
0830031H,Collège François de Leusse,Public,340,23,83071
0831460L,Ecole primaire Emile Zola,Public,151,23,83072
0830220N,Ecole maternelle André Negrel,Public,101,23,83072
0831321K,Ecole maternelle Emile Zola,Public,101,23,83072
0831461M,Ecole primaire Marius Trussy,Public,151,23,83072
0830076G,Collège de Lorgues Thomas Edison,Public,340,23,83072
0830032J,Lycée Polyvalent de Lorgues Thomas Edison,Public,306,23,83072
0831694R,Section d'enseignement professionnel du lpo de Lorgues Thomas Edison,Public,334,23,83072
0830163B,Collège Pierre de Coubertin,Public,340,23,83073
0830221P,Ecole maternelle Jean Moulin,Public,101,23,83073
0830222R,Ecole maternelle Alphonse Daudet,Public,101,23,83073
0831343J,Ecole maternelle René Char,Public,101,23,83073
